date,origin_country,origin_port,destination_port,cargo_type,cargo_quantity_mt,vessel_type,vessel_capacity_mt,distance_nm,voyage_days,bunker_price_usd_ton,port_congestion,weather_risk,port_waiting_hours,vessel_availability,procurement_price_usd_mt,freight_rate_usd_mt,charter_cost_usd,freight_demand
2024-08-29,USA,Hampton Roads,Kakinada,Wheat,81399,Newcastlemax,202831,9689,33.3,792.48,0.582,0.775,59.4,34,260.39,47.71,3883546.29,64.78
2024-08-29,Russia,Vostochny,Chennai,Corn,221819,Ultramax,61416,4113,16.1,620.42,0.6,0.434,71.6,22,229.57,33.8,7497482.2,104.64
2024-08-29,USA,Houston,Paradip,Iron Ore,251716,Kamsarmax,76497,9042,33.2,659.2,0.418,0.374,32.2,19,81.53,40.05,10081225.8,95.69
2024-08-29,Brazil,Itaguai,Kamarajar,Alumina,121019,Capesize,162137,8846,33.8,501.19,0.578,0.318,46.4,30,250.01,36.12,4371206.28,77.95
2024-08-29,Colombia,Cartagena,Dhamra,Sugar,229067,Capesize,145558,9133,29.4,628.87,0.298,0.237,55.1,17,376.6,42.31,9691824.77,92.81
2024-08-30,Australia,Newcastle,Dhamra,Rock Phosphate,273750,Kamsarmax,83567,4259,15.8,665.71,0.468,0.528,43.2,32,149.83,32.12,8792850.0,115.62
2024-08-30,Australia,Port Hedland,Paradip,Wheat,240873,Panamax,65363,4190,15.4,692.16,0.515,0.863,66.0,35,297.56,34.26,8252308.98,101.41
2024-08-30,Canada,Prince Rupert,Dhamra,Wheat,223789,Ultramax,68184,9709,35.4,693.86,0.329,0.506,25.3,10,218.67,41.65,9320811.85,84.96
2024-08-30,Colombia,Cartagena,Visakhapatnam,Sugar,28219,Post-Panamax,91458,9123,36.2,515.1,0.545,0.425,39.5,12,480.37,38.02,1072886.38,37.76
2024-08-30,Colombia,Puerto Bolivar,Kakinada,Thermal Coal,288159,Post-Panamax,91494,9173,35.7,753.06,0.213,0.411,17.9,13,95.13,39.35,11339056.65,100.77
2024-08-30,USA,Hampton Roads,Krishnapatnam,Nickel Ore,273863,Ultramax,61162,9898,37.3,723.94,0.409,0.51,43.6,14,61.65,43.04,11787063.52,96.95
2024-08-30,Australia,Port Kembla,Gangavaram,Corn,259942,Kamsarmax,78407,4470,15.7,487.07,0.312,0.598,8.3,27,227.19,30.34,7886640.28,105.34
2024-08-30,Australia,Hay Point,Paradip,Alumina,10754,Panamax,73903,3772,13.4,714.73,0.817,0.346,69.1,2,313.95,37.17,399726.18,21.48
2024-08-30,Australia,Gladstone,Gangavaram,Limestone,216316,Ultramax,62306,4025,16.0,746.58,0.258,0.833,32.6,3,26.98,33.72,7294175.52,73.78
2024-08-30,Brazil,Santos,Krishnapatnam,Corn,208452,Handysize,31209,8912,35.4,560.82,0.389,0.315,35.9,16,239.49,42.56,8871717.12,80.37
2024-08-30,Indonesia,Taboneo,Paradip,Rock Phosphate,257496,Small Handy,12915,2821,11.9,533.87,0.331,0.255,22.5,3,109.32,26.07,6712920.72,91.66
2024-08-30,USA,Hampton Roads,Kakinada,Iron Ore,129455,Supramax,56667,9824,39.6,752.72,0.238,0.346,12.3,16,137.8,42.97,5562681.35,70.04
2024-08-31,Vietnam,Cam Pha,Kamarajar,Iron Ore,250236,Kamsarmax,77482,2800,10.6,723.64,0.416,0.228,29.7,22,86.81,29.75,7444521.0,102.41
2024-08-31,Canada,Vancouver,Dhamra,Thermal Coal,243857,Handysize,35988,9960,36.8,609.05,0.23,0.683,37.9,34,102.17,43.62,10637042.34,117.25
2024-08-31,Australia,Port Hedland,Krishnapatnam,Gypsum,262714,Capesize,154771,4706,15.1,598.7,0.476,0.51,40.7,14,35.14,32.55,8551340.7,95.64
2024-08-31,Colombia,Cartagena,Visakhapatnam,Iron Ore,133448,Newcastlemax,183125,9326,36.0,736.41,0.564,0.818,49.9,23,137.03,43.21,5766288.08,69.62
2024-08-31,Canada,Vancouver,Krishnapatnam,Coking Coal,97228,Small Handy,27876,10159,43.5,460.62,0.299,0.389,7.2,6,183.83,39.34,3824949.52,55.04
2024-08-31,Russia,Nakhodka,Gangavaram,Alumina,31171,Kamsarmax,79347,3765,13.3,575.56,0.382,0.471,44.0,9,228.74,28.56,890243.76,36.4
2024-08-31,Colombia,Puerto Bolivar,Chennai,Alumina,271535,Handymax,54731,9590,40.6,451.72,0.61,0.613,55.4,40,232.99,43.36,11773757.6,112.64
2024-08-31,USA,Houston,Paradip,Fertilizer,284138,Handymax,46153,9186,35.5,791.03,0.582,0.18,64.3,4,292.92,44.69,12698127.22,88.4
2024-09-01,USA,Hampton Roads,Kakinada,Fertilizer,166373,Handysize,29788,9936,39.4,500.93,0.41,0.746,43.4,17,274.26,40.15,6679875.95,72.14
2024-09-01,Brazil,Tubarão,Gangavaram,Bauxite,13162,Handymax,51198,8500,31.4,634.45,0.351,0.672,46.8,21,56.24,37.9,498839.8,44.12
2024-09-01,Australia,Hay Point,Paradip,Iron Ore Pellets,256886,VLOC,366955,3880,13.2,738.04,0.122,0.7,7.7,16,135.4,28.8,7398316.8,95.87
2024-09-01,Australia,Dalrymple Bay,Paradip,Fertilizer,272712,Small Handy,15653,4141,17.0,631.05,0.481,0.648,6.8,24,289.33,32.13,8762236.56,107.68
2024-09-01,Brazil,Tubarão,Krishnapatnam,Rock Phosphate,294247,VLOC,270244,8876,32.0,662.85,0.397,0.542,38.7,3,107.65,39.09,11502115.23,95.57
2024-09-01,USA,Houston,Kamarajar,Soybean,135800,VLOC,339967,9925,34.7,565.62,0.637,0.741,71.0,22,488.72,41.45,5628910.0,67.35
2024-09-01,Australia,Newcastle,Gangavaram,Alumina,42651,VLOC,329370,4179,17.0,504.95,0.542,0.371,72.7,20,238.03,30.38,1295737.38,53.22
2024-09-01,USA,New Orleans,Dhamra,Thermal Coal,16495,Handymax,57924,8936,36.6,750.24,0.211,0.301,37.5,38,77.59,39.23,647098.85,58.45
2024-09-01,South Africa,Durban,Paradip,Sugar,113835,Panamax,78641,5000,19.4,507.57,0.412,0.549,45.3,6,416.62,29.15,3318290.25,55.74
2024-09-01,Australia,Newcastle,Chennai,Rock Phosphate,140999,Post-Panamax,97279,4456,17.6,765.86,0.535,0.71,50.5,38,179.39,36.02,5078783.98,79.47
2024-09-01,South Africa,Richards Bay,Chennai,Nickel Ore,34077,Handysize,22993,5478,21.1,556.43,0.813,0.54,64.0,20,60.13,37.25,1269368.25,40.59
2024-09-01,Indonesia,Tanjung Bara,Kamarajar,Bauxite,276083,Ultramax,68381,3344,13.3,639.93,0.599,0.183,38.4,10,74.17,29.44,8127883.52,100.36
2024-09-02,Australia,Port Kembla,Gangavaram,Iron Ore,145744,Panamax,75798,4304,15.2,454.14,0.242,0.655,11.7,23,90.11,30.92,4506404.48,76.57
2024-09-02,Mozambique,Maputo,Kakinada,Corn,77759,Post-Panamax,90513,5127,19.1,530.68,0.404,0.634,28.2,16,197.93,32.92,2559826.28,55.69
2024-09-02,Vietnam,Cam Pha,Dhamra,Petcoke,216758,Panamax,71803,2240,7.7,728.79,0.176,0.825,21.1,19,90.05,30.44,6598113.52,85.77
2024-09-02,USA,Hampton Roads,Dhamra,Wheat,72692,Handysize,28959,9491,39.7,616.0,0.365,0.556,43.4,29,238.89,42.44,3085048.48,56.51
2024-09-02,South Africa,Saldanha Bay,Chennai,Manganese Ore,165790,Handymax,43423,5825,21.8,766.94,0.776,0.794,54.4,31,169.6,39.67,6576889.3,86.4
2024-09-02,Indonesia,Balikpapan,Kakinada,Alumina,89689,Post-Panamax,93506,3325,13.1,537.14,0.322,0.179,25.8,20,246.62,25.54,2290657.06,61.68
2024-09-02,Australia,Gladstone,Krishnapatnam,Fertilizer,51755,Handysize,27610,4171,16.8,570.12,0.535,0.287,45.1,20,185.19,32.61,1687730.55,53.55
2024-09-02,Australia,Port Kembla,Krishnapatnam,Corn,93653,Handymax,44512,4391,15.9,512.93,0.437,0.218,45.7,16,179.33,30.33,2840495.49,52.74
2024-09-02,Indonesia,Taboneo,Dhamra,Petcoke,179260,Handymax,42487,2784,11.4,795.33,0.212,0.516,19.3,7,82.74,28.66,5137591.6,66.95
2024-09-03,Australia,Hay Point,Kakinada,Soybean,201344,Panamax,74410,4134,17.3,709.84,0.219,0.566,12.4,11,385.61,35.27,7101402.88,86.24
2024-09-03,USA,New Orleans,Krishnapatnam,Nickel Ore,87074,Ultramax,60051,9740,38.4,694.94,0.499,0.736,40.9,11,84.87,45.76,3984506.24,50.83
2024-09-03,Brazil,Santos,Kakinada,Corn,137377,Small Handy,12937,8714,35.0,532.0,0.261,0.807,21.4,29,212.01,40.74,5596738.98,79.61
2024-09-03,Australia,Dalrymple Bay,Kakinada,Fertilizer,291160,Small Handy,16291,4120,16.2,583.09,0.31,0.484,52.6,3,307.21,32.38,9427760.8,95.85
2024-09-03,Canada,Prince Rupert,Visakhapatnam,Manganese Ore,98253,Panamax,68554,9528,33.3,739.97,0.433,0.442,53.7,20,125.92,42.36,4161997.08,67.47
2024-09-03,USA,Houston,Visakhapatnam,Sugar,131838,Supramax,62421,9392,38.6,594.25,0.464,0.195,54.4,18,376.06,39.88,5257699.44,67.51
2024-09-03,USA,Hampton Roads,Krishnapatnam,Rock Phosphate,183414,Handymax,50403,9995,42.1,502.48,0.448,0.613,49.2,14,139.78,43.28,7938157.92,76.18
2024-09-03,USA,Houston,Chennai,Manganese Ore,34222,Kamsarmax,81324,9544,37.4,575.84,0.894,0.78,76.3,16,130.81,46.9,1605011.8,37.33
2024-09-03,Brazil,Tubarão,Kakinada,Soybean,138964,Newcastlemax,204671,8722,32.5,562.12,0.336,0.521,38.5,16,361.2,39.32,5464064.48,69.12
2024-09-03,Australia,Port Hedland,Visakhapatnam,Thermal Coal,250192,Handymax,59053,4669,18.8,487.89,0.646,0.426,58.4,38,101.4,32.44,8116228.48,104.65
2024-09-03,Russia,Vostochny,Visakhapatnam,Alumina,12210,Newcastlemax,188439,3698,13.2,769.09,0.615,0.666,56.5,38,250.08,32.55,397435.5,48.89
2024-09-03,Colombia,Puerto Bolivar,Krishnapatnam,Gypsum,53266,Post-Panamax,96286,9545,35.4,758.57,0.653,0.254,49.3,36,44.94,43.8,2333050.8,50.95
2024-09-04,Australia,Dalrymple Bay,Kamarajar,Nickel Ore,190370,Post-Panamax,89569,4617,18.1,630.79,0.475,0.22,66.3,35,88.43,32.27,6143239.9,84.05
2024-09-04,Australia,Dalrymple Bay,Visakhapatnam,Bauxite,74873,Handymax,43476,4435,17.4,450.09,0.432,0.56,46.8,24,65.31,33.09,2477547.57,61.21
2024-09-04,Indonesia,Tanjung Bara,Gangavaram,Coking Coal,60512,Kamsarmax,80394,2843,10.6,728.59,0.567,0.178,42.4,18,142.76,34.02,2058618.24,43.2
2024-09-04,Canada,Prince Rupert,Visakhapatnam,Soybean,88738,Ultramax,68685,9712,38.9,473.05,0.41,0.514,45.3,20,437.68,39.95,3545083.1,46.41
2024-09-04,Canada,Prince Rupert,Kamarajar,Iron Ore,96145,Post-Panamax,93316,9981,36.4,600.74,0.726,0.706,56.8,23,117.94,42.84,4118851.8,59.21
2024-09-04,Russia,Nakhodka,Paradip,Iron Ore,146965,Ultramax,67153,3478,12.1,576.18,0.376,0.469,37.0,14,129.59,29.56,4344285.4,73.65
2024-09-04,Indonesia,Taboneo,Paradip,Thermal Coal,137699,Capesize,155314,2890,9.7,601.56,0.482,0.424,30.1,38,107.78,30.53,4203950.47,87.47
2024-09-04,Brazil,Tubarão,Chennai,Bauxite,133411,Small Handy,27606,9073,37.4,456.7,0.792,0.655,71.6,14,46.99,43.5,5803378.5,53.12
2024-09-04,Australia,Dalrymple Bay,Chennai,Coking Coal,100747,Newcastlemax,183576,4391,14.3,475.6,0.696,0.678,61.0,10,151.83,32.43,3267225.21,44.55
2024-09-04,South Africa,Saldanha Bay,Chennai,Wheat,279250,VLOC,360226,5634,20.1,672.32,0.61,0.568,51.6,2,244.96,39.06,10907505.0,94.77
2024-09-04,USA,New Orleans,Paradip,Rock Phosphate,148512,Ultramax,69611,9264,36.0,643.5,0.682,0.561,51.7,37,170.41,42.76,6350373.12,82.73
2024-09-05,Australia,Port Hedland,Kakinada,Alumina,281990,Post-Panamax,89224,4649,17.3,529.2,0.388,0.827,35.9,3,255.45,31.61,8913703.9,93.59
2024-09-05,Vietnam,Cam Pha,Krishnapatnam,Manganese Ore,95627,Kamsarmax,79020,2581,10.8,528.76,0.375,0.856,24.3,32,203.59,28.45,2720588.15,73.31
2024-09-05,Indonesia,Balikpapan,Kakinada,Wheat,259053,Kamsarmax,84411,3371,11.5,673.93,0.414,0.426,34.5,11,264.97,32.35,8380364.55,89.09
2024-09-05,Australia,Port Hedland,Kakinada,Sugar,63641,VLOC,285852,4699,17.0,530.42,0.228,0.401,36.6,7,463.87,28.54,1816314.14,44.56
2024-09-05,Vietnam,Cam Pha,Kakinada,Limestone,273494,Newcastlemax,209483,2469,9.3,693.22,0.475,0.662,48.5,12,34.6,28.94,7914916.36,98.25
2024-09-05,USA,New Orleans,Visakhapatnam,Iron Ore Pellets,153033,Handysize,32907,9362,35.3,542.63,0.552,0.4,52.5,21,148.5,39.38,6026439.54,80.04
2024-09-05,Australia,Newcastle,Paradip,Limestone,192104,Newcastlemax,201376,3724,11.6,717.91,0.441,0.624,36.1,31,31.62,31.01,5957145.04,81.14
2024-09-05,Canada,Quebec,Kamarajar,Petcoke,146804,Capesize,154691,10774,41.6,466.07,0.569,0.175,69.1,2,116.49,41.95,6158427.8,55.41
2024-09-05,Canada,Quebec,Kakinada,Soybean,67003,Handysize,20632,10741,40.9,746.23,0.202,0.712,37.6,36,384.57,43.94,2944111.82,64.94
2024-09-05,Brazil,Itaguai,Paradip,Iron Ore Pellets,184333,Small Handy,16288,8480,33.5,468.06,0.547,0.472,46.4,13,147.42,38.6,7115253.8,70.59
2024-09-06,Colombia,Puerto Bolivar,Krishnapatnam,Petcoke,240671,Handymax,49118,9398,37.1,628.22,0.414,0.67,41.2,10,134.1,43.98,10584710.58,83.4
2024-09-06,Australia,Port Kembla,Kakinada,Corn,261517,Capesize,150121,4336,14.1,486.82,0.493,0.326,52.6,16,223.38,30.63,8010265.71,107.89
2024-09-06,Mozambique,Beira,Gangavaram,Bauxite,72000,VLOC,338329,4868,18.3,523.48,0.363,0.859,5.1,7,52.8,33.98,2446560.0,46.56
2024-09-06,Indonesia,Balikpapan,Chennai,Corn,89648,Panamax,66214,3292,13.7,492.88,0.676,0.736,54.8,1,279.43,30.17,2704680.16,42.29
2024-09-06,South Africa,Saldanha Bay,Kakinada,Petcoke,47350,Post-Panamax,86921,5489,20.4,562.93,0.364,0.756,43.0,12,113.88,35.36,1674296.0,37.12
2024-09-06,Russia,Nakhodka,Kakinada,Coking Coal,76650,Kamsarmax,82125,3947,14.7,647.7,0.569,0.223,53.8,9,131.08,33.11,2537881.5,49.72
2024-09-06,Canada,Vancouver,Chennai,Iron Ore Pellets,99501,Ultramax,69028,10472,36.9,753.26,0.688,0.414,85.3,11,141.27,47.53,4729282.53,58.45
2024-09-06,South Africa,Saldanha Bay,Paradip,Petcoke,180867,Handymax,42699,5355,20.6,544.2,0.31,0.568,50.6,24,103.75,34.89,6310449.63,82.15
2024-09-06,Canada,Vancouver,Chennai,Petcoke,142464,Small Handy,29595,10329,43.5,753.51,0.59,0.34,45.8,26,120.71,44.05,6275539.2,74.5
2024-09-06,Indonesia,Balikpapan,Gangavaram,Wheat,263785,Newcastlemax,194561,3049,10.2,597.06,0.394,0.829,37.8,17,261.46,28.28,7459839.8,105.48
2024-09-06,USA,New Orleans,Krishnapatnam,Rock Phosphate,192746,Capesize,124178,9649,33.5,736.07,0.348,0.382,40.7,37,166.34,42.86,8261093.56,97.91
2024-09-06,Colombia,Puerto Bolivar,Visakhapatnam,Iron Ore,234144,Panamax,72878,9114,32.7,585.72,0.412,0.24,39.7,32,135.04,39.13,9162054.72,110.8
2024-09-07,Russia,Vostochny,Kakinada,Coking Coal,292187,Panamax,72680,3783,12.7,674.86,0.393,0.414,60.0,7,171.07,31.47,9195124.89,98.21
2024-09-07,Australia,Newcastle,Krishnapatnam,Sugar,102910,Capesize,161377,4627,14.4,787.91,0.25,0.567,31.4,31,410.79,34.25,3524667.5,72.91
2024-09-07,South Africa,Durban,Gangavaram,Wheat,207416,Supramax,54426,5393,21.0,773.13,0.442,0.52,58.2,26,210.1,35.84,7433789.44,84.91
2024-09-07,Mozambique,Beira,Paradip,Rock Phosphate,103807,Ultramax,68113,4626,15.5,694.08,0.607,0.594,58.8,38,170.34,37.17,3858506.19,83.37
2024-09-07,Australia,Port Hedland,Kamarajar,Gypsum,173149,Handymax,47897,5026,20.8,485.62,0.731,0.237,82.3,29,44.01,31.76,5499212.24,84.13
2024-09-07,Canada,Vancouver,Kamarajar,Nickel Ore,282925,Post-Panamax,99342,10083,38.4,723.07,0.544,0.24,35.8,31,81.4,45.05,12745771.25,115.23
2024-09-07,Mozambique,Maputo,Kakinada,Manganese Ore,152777,Supramax,52708,5089,20.1,659.51,0.356,0.183,68.4,10,187.18,30.92,4723864.84,69.67
2024-09-07,Brazil,Santos,Dhamra,Alumina,114309,Handysize,30271,8297,32.3,607.25,0.545,0.274,61.0,30,244.62,39.67,4534638.03,74.6
2024-09-07,Australia,Gladstone,Kakinada,Bauxite,20385,Handymax,50792,4147,16.0,536.66,0.403,0.479,56.1,40,59.6,32.46,661697.1,57.33
2024-09-07,Canada,Prince Rupert,Chennai,Gypsum,202548,Handysize,39748,10221,37.9,497.67,0.476,0.279,38.5,32,35.34,41.06,8316620.88,93.49
2024-09-07,South Africa,Saldanha Bay,Kamarajar,Thermal Coal,92859,Ultramax,69117,5732,19.8,742.64,0.514,0.787,36.3,10,93.57,35.8,3324352.2,52.99
2024-09-07,Vietnam,Cam Pha,Kakinada,Corn,239486,Handymax,49694,2461,9.3,773.52,0.507,0.823,42.0,27,256.5,31.57,7560573.02,99.25
2024-09-07,Australia,Hay Point,Krishnapatnam,Coking Coal,261462,Post-Panamax,94773,4345,14.8,451.71,0.387,0.746,37.3,12,161.6,30.85,8066102.7,99.32
2024-09-08,Canada,Quebec,Visakhapatnam,Iron Ore,191060,Capesize,170697,10923,35.9,544.63,0.667,0.517,62.4,33,93.63,41.04,7841102.4,83.04
2024-09-08,South Africa,Durban,Paradip,Iron Ore,165031,Capesize,160032,4870,18.9,558.27,0.445,0.823,54.9,40,136.91,28.39,4685230.09,89.84
2024-09-08,Australia,Newcastle,Dhamra,Iron Ore,254973,Supramax,59166,3944,15.9,743.6,0.218,0.298,24.4,24,119.92,34.86,8888358.78,109.46
2024-09-08,Canada,Vancouver,Gangavaram,Iron Ore,267316,Capesize,142469,9954,35.3,476.54,0.43,0.373,31.7,28,117.92,39.99,10689966.84,116.48
2024-09-08,Australia,Newcastle,Visakhapatnam,Coking Coal,128392,Kamsarmax,80829,4391,15.1,600.28,0.505,0.737,44.0,39,156.75,32.8,4211257.6,86.08
2024-09-08,Canada,Vancouver,Kakinada,Soybean,219062,Newcastlemax,195972,10061,35.2,559.32,0.442,0.711,37.0,13,413.78,43.12,9445953.44,82.3
2024-09-08,Brazil,Santos,Kakinada,Soybean,267622,Supramax,61414,8466,31.9,597.4,0.483,0.749,48.3,31,358.25,43.53,11649585.66,103.33
2024-09-08,Brazil,Itaguai,Kamarajar,Sugar,250092,Supramax,64989,9007,35.3,650.42,0.632,0.35,74.9,36,591.5,41.27,10321296.84,110.94
2024-09-09,Colombia,Cartagena,Kakinada,Soybean,247719,Post-Panamax,93670,9497,39.3,500.22,0.432,0.486,31.7,15,477.99,35.28,8739526.32,101.03
2024-09-09,Russia,Vostochny,Kamarajar,Sugar,115077,Post-Panamax,86161,4013,13.5,665.68,0.468,0.833,43.6,12,428.5,34.03,3916070.31,62.51
2024-09-09,Australia,Hay Point,Visakhapatnam,Petcoke,235798,Handysize,24138,4295,17.5,788.97,0.327,0.299,30.7,23,83.02,30.05,7085729.9,97.38
2024-09-09,Canada,Prince Rupert,Visakhapatnam,Limestone,154997,Panamax,82708,9927,39.8,748.45,0.706,0.598,56.2,12,34.79,46.04,7136061.88,63.86
2024-09-09,Canada,Quebec,Krishnapatnam,Thermal Coal,136989,VLOC,253271,11000,41.0,597.31,0.473,0.673,46.5,14,97.15,42.72,5852170.08,55.08
2024-09-09,Canada,Prince Rupert,Chennai,Rock Phosphate,206360,Small Handy,13151,10088,42.3,621.77,0.437,0.175,48.7,16,170.22,41.66,8596957.6,92.08
2024-09-09,Australia,Port Hedland,Gangavaram,Fertilizer,51942,Kamsarmax,81380,4479,18.1,621.56,0.515,0.286,40.9,31,197.87,31.74,1648639.08,72.91
2024-09-09,Australia,Gladstone,Kakinada,Manganese Ore,135830,Newcastlemax,206811,4326,16.1,492.56,0.708,0.718,68.5,1,188.58,31.41,4266420.3,44.02
2024-09-09,Canada,Quebec,Visakhapatnam,Sugar,254863,Kamsarmax,77846,10821,38.2,678.28,0.457,0.2,32.2,16,429.29,45.14,11504515.82,88.26
2024-09-09,Australia,Port Kembla,Kamarajar,Alumina,121773,Newcastlemax,195570,4484,14.7,786.14,0.54,0.846,33.0,11,248.47,36.28,4417924.44,55.01
2024-09-09,Mozambique,Maputo,Kamarajar,Iron Ore Pellets,32462,Capesize,125638,5419,20.2,587.74,0.452,0.764,34.6,27,158.34,33.35,1082607.7,44.02
2024-09-09,Vietnam,Cam Pha,Kakinada,Manganese Ore,213483,Kamsarmax,77275,2467,8.6,574.93,0.551,0.25,57.7,33,160.26,26.79,5719209.57,102.67
2024-09-09,Indonesia,Taboneo,Chennai,Soybean,296782,Ultramax,60589,3252,13.5,696.8,0.681,0.567,77.4,18,370.9,33.09,9820516.38,106.24
2024-09-09,South Africa,Richards Bay,Paradip,Sugar,255234,VLOC,269933,5011,17.5,548.85,0.33,0.278,14.6,39,368.95,29.0,7401786.0,116.24
2024-09-09,Brazil,Santos,Kakinada,Bauxite,282480,VLOC,317367,8435,35.0,471.76,0.288,0.592,40.4,16,45.75,35.6,10056288.0,107.57
2024-09-09,Russia,Vostochny,Krishnapatnam,Manganese Ore,292948,Panamax,69035,4055,16.6,525.79,0.511,0.221,58.7,3,142.16,29.1,8524786.8,96.26
2024-09-09,Vietnam,Vung Tau,Dhamra,Corn,223044,Newcastlemax,186536,2477,8.0,547.29,0.255,0.667,31.3,16,193.58,25.86,5767917.84,93.9
2024-09-10,USA,New Orleans,Dhamra,Rock Phosphate,265515,Handysize,26325,8907,36.5,596.17,0.473,0.317,30.5,25,145.23,37.48,9951502.2,108.58
2024-09-10,Australia,Hay Point,Paradip,Iron Ore,298412,Newcastlemax,194657,3930,14.3,537.86,0.271,0.653,9.6,38,130.73,27.35,8161568.2,127.07
2024-09-10,Brazil,Santos,Visakhapatnam,Sugar,277227,Kamsarmax,76923,8452,31.9,529.33,0.515,0.634,44.7,29,518.22,37.74,10462546.98,108.56
2024-09-10,Mozambique,Maputo,Gangavaram,Thermal Coal,254791,Kamsarmax,75587,5181,19.1,606.29,0.407,0.484,29.7,2,80.42,31.72,8081970.52,81.3
2024-09-10,USA,Hampton Roads,Gangavaram,Corn,168184,Post-Panamax,96118,9822,39.0,699.81,0.383,0.827,47.2,10,169.37,46.0,7736464.0,64.92
2024-09-10,Australia,Gladstone,Chennai,Thermal Coal,153809,Kamsarmax,83434,4662,16.2,585.99,0.44,0.196,42.4,20,81.1,33.5,5152601.5,78.66
2024-09-10,Indonesia,Tanjung Bara,Visakhapatnam,Soybean,294541,Handymax,48843,2754,10.7,535.27,0.636,0.794,51.6,5,397.03,29.7,8747867.7,95.94
2024-09-10,Mozambique,Maputo,Kakinada,Iron Ore Pellets,289996,Handymax,42990,4983,20.2,764.67,0.427,0.473,39.0,38,100.06,32.91,9543768.36,138.43
2024-09-10,USA,Houston,Kamarajar,Manganese Ore,143069,Post-Panamax,96477,9558,34.8,494.85,0.612,0.735,66.8,25,182.32,44.53,6370862.57,65.81
2024-09-10,Canada,Prince Rupert,Kamarajar,Corn,25366,Supramax,63467,9974,38.1,707.43,0.556,0.212,64.1,7,213.29,45.87,1163538.42,31.0
2024-09-10,South Africa,Durban,Paradip,Coking Coal,71184,Post-Panamax,96860,5053,17.3,669.36,0.548,0.61,53.2,38,138.28,34.57,2460830.88,77.69
2024-09-10,Canada,Prince Rupert,Paradip,Rock Phosphate,69021,Newcastlemax,184780,9564,32.6,488.63,0.343,0.198,54.8,31,101.05,38.24,2639363.04,64.83
2024-09-10,USA,New Orleans,Paradip,Soybean,252015,Supramax,58222,8978,34.7,466.06,0.264,0.328,40.7,17,456.05,39.12,9858826.8,90.2
2024-09-10,Australia,Port Kembla,Kakinada,Thermal Coal,30385,Ultramax,64825,4470,16.2,534.11,0.265,0.83,17.8,21,84.5,30.72,933427.2,45.17
2024-09-11,Australia,Hay Point,Paradip,Fertilizer,38500,Post-Panamax,99034,3840,13.9,765.61,0.374,0.712,48.1,6,265.5,33.9,1305150.0,34.57
2024-09-11,Brazil,Tubarão,Kamarajar,Corn,58186,VLOC,335317,9176,31.7,476.07,0.669,0.656,70.2,35,177.19,40.12,2334422.32,64.35
2024-09-11,South Africa,Durban,Visakhapatnam,Iron Ore Pellets,73422,Kamsarmax,79682,5365,22.7,589.07,0.692,0.65,88.1,39,117.84,36.17,2655673.74,70.89
2024-09-11,Brazil,Itaguai,Gangavaram,Soybean,232312,Handymax,43273,8670,35.4,779.76,0.56,0.683,41.9,35,495.83,44.36,10305360.32,98.01
2024-09-11,Australia,Gladstone,Paradip,Sugar,115270,Ultramax,63864,4262,15.2,564.15,0.256,0.258,41.2,3,463.15,29.11,3355509.7,60.07
2024-09-11,Canada,Quebec,Paradip,Corn,154184,Ultramax,63838,10429,39.4,503.33,0.643,0.659,68.7,3,180.01,44.22,6818016.48,52.62
2024-09-11,Vietnam,Cam Pha,Kakinada,Nickel Ore,297702,Handysize,26912,2454,9.4,738.37,0.217,0.429,4.0,5,87.39,28.87,8594656.74,108.88
2024-09-11,Indonesia,Balikpapan,Gangavaram,Coking Coal,192266,Small Handy,15211,2964,12.2,595.31,0.596,0.828,50.9,20,122.06,33.59,6458214.94,81.2
2024-09-11,Indonesia,Balikpapan,Visakhapatnam,Petcoke,10807,Supramax,50931,3002,11.9,719.25,0.418,0.751,28.7,36,109.22,31.37,339015.59,57.66
2024-09-11,Australia,Port Hedland,Chennai,Rock Phosphate,82682,Capesize,135368,5042,16.9,629.37,0.476,0.45,30.9,29,170.69,33.54,2773154.28,64.98
2024-09-11,Canada,Vancouver,Kakinada,Rock Phosphate,266197,Small Handy,14854,10104,41.1,524.88,0.52,0.416,71.3,13,147.05,44.13,11747273.61,93.22
2024-09-11,Russia,Vostochny,Visakhapatnam,Fertilizer,144019,Handymax,40908,3674,15.3,760.11,0.631,0.497,61.5,35,317.34,35.33,5088191.27,86.9
2024-09-11,South Africa,Saldanha Bay,Dhamra,Bauxite,181780,Capesize,149097,5426,18.9,645.45,0.395,0.804,30.8,21,58.97,33.43,6076905.4,81.64
2024-09-11,Australia,Newcastle,Dhamra,Thermal Coal,256808,Supramax,55434,4021,16.5,453.6,0.389,0.391,46.1,32,67.79,28.92,7426887.36,120.82
2024-09-11,Brazil,Itaguai,Dhamra,Soybean,220567,Panamax,81815,8472,35.4,675.09,0.44,0.358,22.2,22,382.61,39.88,8796211.96,93.38
2024-09-11,Australia,Dalrymple Bay,Dhamra,Thermal Coal,285952,Newcastlemax,193085,4095,13.9,675.52,0.289,0.612,47.1,28,74.75,34.51,9868203.52,106.86
2024-09-11,South Africa,Richards Bay,Dhamra,Wheat,231133,Kamsarmax,83918,4900,20.0,652.02,0.349,0.294,35.7,18,257.06,34.24,7913993.92,96.99
